Date,Time,Wind_Speed(m/s)
2024-05-01,21:00:00,10.21
2024-05-01,22:00:00,21.77
2024-05-01,23:00:00,19.31
2024-05-01,00:00:00,18.74
2024-05-01,01:00:00,22.86
2024-05-01,02:00:00,18.79
2024-05-01,03:00:00,10.68
2024-05-01,04:00:00,18.88
2024-05-01,05:00:00,11.12
2024-05-01,06:00:00,20.18
2024-05-01,07:00:00,17.39
2024-05-01,08:00:00,6.55
2024-05-01,09:00:00,15.26
2024-05-01,10:00:00,11.87
2024-05-01,11:00:00,11.57
2024-05-01,12:00:00,17.05
2024-05-01,13:00:00,11.45
2024-05-01,14:00:00,20.54
2024-05-01,15:00:00,6.42
2024-05-01,16:00:00,18.21
2024-05-01,17:00:00,21.18
2024-05-01,18:00:00,18.46
2024-05-01,19:00:00,14.94
2024-05-01,20:00:00,24.01
2024-05-01,21:00:00,11.0
2024-05-01,22:00:00,5.38
2024-05-01,23:00:00,13.64
2024-05-01,00:00:00,5.66
2024-05-01,01:00:00,24.08
2024-05-01,02:00:00,9.2
2024-05-01,03:00:00,20.78
2024-05-02,00:00:00,20.49
2024-05-02,01:00:00,9.35
2024-05-02,02:00:00,17.42
2024-05-02,03:00:00,5.96
2024-05-02,04:00:00,14.67
2024-05-02,05:00:00,5.29
2024-05-02,06:00:00,23.42
2024-05-02,07:00:00,24.52
2024-05-02,08:00:00,9.45
2024-05-02,09:00:00,9.16
2024-05-02,10:00:00,20.07
2024-05-02,11:00:00,10.07
2024-05-02,12:00:00,22.9
2024-05-02,13:00:00,16.48
2024-05-02,14:00:00,12.02
2024-05-02,15:00:00,21.65
2024-05-02,16:00:00,14.87
2024-05-02,17:00:00,23.23
2024-05-02,18:00:00,23.56
2024-05-02,19:00:00,8.31
2024-05-02,20:00:00,5.05
2024-05-02,21:00:00,24.68
2024-05-02,22:00:00,23.12
2024-05-02,23:00:00,6.11
2024-05-02,00:00:00,21.66
2024-05-02,01:00:00,14.16
2024-05-02,02:00:00,10.18
2024-05-02,03:00:00,22.57
2024-05-02,04:00:00,8.93
2024-05-02,05:00:00,23.95
2024-05-02,06:00:00,9.11
2024-05-02,07:00:00,17.27
2024-05-02,08:00:00,9.46
2024-05-02,09:00:00,15.91
2024-05-02,10:00:00,18.68
2024-05-02,11:00:00,8.8
2024-05-02,12:00:00,15.42
2024-05-02,13:00:00,14.38
2024-05-02,14:00:00,6.42
2024-05-02,15:00:00,21.37
2024-05-02,16:00:00,11.71
2024-05-02,17:00:00,16.49
2024-05-02,18:00:00,15.3
2024-05-02,19:00:00,15.27
2024-05-02,20:00:00,7.14
2024-05-02,21:00:00,13.47
2024-05-02,22:00:00,14.05
2024-05-02,23:00:00,19.67
2024-05-02,00:00:00,21.8
2024-05-02,01:00:00,15.9
2024-05-02,02:00:00,6.74
2024-05-02,03:00:00,9.74
2024-05-02,04:00:00,8.3
2024-05-02,05:00:00,7.49
2024-05-02,06:00:00,12.32
2024-05-02,07:00:00,9.59
2024-05-02,08:00:00,9.37
2024-05-02,09:00:00,6.09
2024-05-02,10:00:00,5.35
2024-05-02,11:00:00,7.06
2024-05-02,12:00:00,8.44
2024-05-02,13:00:00,13.62
2024-05-02,14:00:00,15.21
2024-05-02,15:00:00,7.81
2024-05-02,16:00:00,13.5
2024-05-02,17:00:00,11.83
2024-05-02,18:00:00,8.67
2024-05-02,19:00:00,5.14
2024-05-02,20:00:00,14.34
2024-05-02,21:00:00,18.71
2024-05-02,22:00:00,9.53
2024-05-02,23:00:00,7.64
2024-05-02,00:00:00,22.74
2024-05-02,01:00:00,10.5
2024-05-02,02:00:00,9.47
2024-05-02,03:00:00,22.14
2024-05-02,04:00:00,21.34
2024-05-02,05:00:00,13.97
2024-05-02,06:00:00,14.78
2024-05-02,07:00:00,9.35
2024-05-02,08:00:00,6.57
2024-05-02,09:00:00,16.47
2024-05-02,10:00:00,6.97
2024-05-02,11:00:00,13.99
2024-05-02,12:00:00,23.81
2024-05-02,13:00:00,24.06
2024-05-02,14:00:00,9.79
2024-05-02,15:00:00,17.48
2024-05-02,16:00:00,14.48
2024-05-02,17:00:00,22.51
2024-05-02,18:00:00,10.43
2024-05-02,19:00:00,5.07
2024-05-02,20:00:00,8.25
2024-05-02,21:00:00,11.99
2024-05-02,22:00:00,11.31
2024-05-02,23:00:00,20.83
2024-05-02,00:00:00,18.61
2024-05-02,01:00:00,10.99
2024-05-02,02:00:00,14.15
2024-05-02,03:00:00,6.91
2024-05-03,00:00:00,22.96
2024-05-03,01:00:00,23.71
2024-05-03,02:00:00,24.6
2024-05-03,03:00:00,22.37
2024-05-03,04:00:00,8.48
2024-05-03,05:00:00,5.92
2024-05-03,06:00:00,16.59
2024-05-03,07:00:00,23.25
2024-05-03,08:00:00,8.55
2024-05-03,09:00:00,5.14
2024-05-03,10:00:00,21.11
2024-05-03,11:00:00,6.54
2024-05-03,12:00:00,13.27
2024-05-03,13:00:00,18.58
2024-05-03,14:00:00,9.74
2024-05-03,15:00:00,6.68
2024-05-03,16:00:00,20.4
2024-05-03,17:00:00,17.6
2024-05-03,18:00:00,24.77
2024-05-03,19:00:00,11.89
2024-05-03,20:00:00,6.24
2024-05-03,21:00:00,19.69
2024-05-03,22:00:00,15.43
2024-05-03,23:00:00,9.26
2024-05-03,00:00:00,20.63
2024-05-03,01:00:00,9.08
2024-05-03,02:00:00,10.21
2024-05-03,03:00:00,6.85
2024-05-03,04:00:00,12.99
2024-05-03,05:00:00,13.38
2024-05-03,06:00:00,15.29
2024-05-03,07:00:00,19.18
2024-05-03,08:00:00,23.12
2024-05-03,09:00:00,7.75
2024-05-03,10:00:00,6.09
2024-05-03,11:00:00,5.37
2024-05-03,12:00:00,7.87
2024-05-03,13:00:00,18.16
2024-05-03,14:00:00,19.55
2024-05-03,15:00:00,20.73
2024-05-03,16:00:00,9.87
2024-05-03,17:00:00,11.12
2024-05-03,18:00:00,14.66
2024-05-03,19:00:00,6.26
2024-05-03,20:00:00,17.22
2024-05-03,21:00:00,24.67
2024-05-03,22:00:00,12.22
2024-05-03,23:00:00,20.06
2024-05-03,00:00:00,15.0
2024-05-03,01:00:00,7.56
2024-05-03,02:00:00,16.64
2024-05-03,03:00:00,11.0
2024-05-03,04:00:00,5.69
2024-05-03,05:00:00,17.7
2024-05-03,06:00:00,22.18
2024-05-03,07:00:00,11.9
2024-05-03,08:00:00,12.81
2024-05-03,09:00:00,22.82
2024-05-03,10:00:00,21.27
2024-05-03,11:00:00,19.3
2024-05-03,12:00:00,9.98
2024-05-03,13:00:00,23.2
2024-05-03,14:00:00,8.09
2024-05-03,15:00:00,17.54
2024-05-03,16:00:00,5.58
2024-05-03,17:00:00,17.87
2024-05-03,18:00:00,10.54
2024-05-03,19:00:00,13.99
2024-05-03,20:00:00,11.91
2024-05-03,21:00:00,8.46
2024-05-03,22:00:00,17.44
2024-05-03,23:00:00,22.64
2024-05-03,00:00:00,24.18
2024-05-03,01:00:00,8.85
2024-05-03,02:00:00,19.35
2024-05-03,03:00:00,18.29
2024-05-03,04:00:00,11.87
2024-05-03,05:00:00,5.38
2024-05-03,06:00:00,18.8
2024-05-03,07:00:00,23.91
2024-05-03,08:00:00,17.64
2024-05-03,09:00:00,13.71
2024-05-03,10:00:00,15.5
2024-05-03,11:00:00,8.99
2024-05-03,12:00:00,20.01
2024-05-03,13:00:00,19.93
2024-05-03,14:00:00,7.91
2024-05-03,15:00:00,22.56
2024-05-03,16:00:00,10.38
2024-05-03,17:00:00,24.65
2024-05-03,18:00:00,12.66
2024-05-03,19:00:00,8.56
2024-05-03,20:00:00,12.03
2024-05-03,21:00:00,13.8
2024-05-03,22:00:00,6.39
2024-05-03,23:00:00,16.56
2024-05-03,00:00:00,16.95
2024-05-03,01:00:00,19.78
2024-05-03,02:00:00,5.58
2024-05-03,03:00:00,15.82
2024-05-04,00:00:00,6.06
2024-05-04,01:00:00,19.02
2024-05-04,02:00:00,6.11
2024-05-04,03:00:00,23.23
2024-05-04,04:00:00,19.04
2024-05-04,05:00:00,15.15
2024-05-04,06:00:00,13.83
2024-05-04,07:00:00,7.61
2024-05-04,08:00:00,10.82
2024-05-04,09:00:00,22.38
2024-05-04,10:00:00,23.09
2024-05-04,11:00:00,5.01
2024-05-04,12:00:00,16.88
2024-05-04,13:00:00,19.39
2024-05-04,14:00:00,17.37
2024-05-04,15:00:00,6.63
2024-05-04,16:00:00,9.35
2024-05-04,17:00:00,10.01
2024-05-04,18:00:00,21.63
2024-05-04,19:00:00,14.26
2024-05-04,20:00:00,14.74
2024-05-04,21:00:00,23.7
2024-05-04,22:00:00,17.74
2024-05-04,23:00:00,22.97
2024-05-04,00:00:00,14.13
2024-05-04,01:00:00,7.99
2024-05-04,02:00:00,23.6
2024-05-04,03:00:00,14.17
2024-05-04,04:00:00,8.63
2024-05-04,05:00:00,11.05
2024-05-04,06:00:00,6.02
2024-05-04,07:00:00,14.37
2024-05-04,08:00:00,22.06
2024-05-04,09:00:00,23.67
2024-05-04,10:00:00,23.65
2024-05-04,11:00:00,7.5
2024-05-04,12:00:00,12.64
2024-05-04,13:00:00,5.56
2024-05-04,14:00:00,22.1
2024-05-04,15:00:00,12.18
2024-05-04,16:00:00,17.62
2024-05-04,17:00:00,19.3
2024-05-04,18:00:00,13.6
2024-05-04,19:00:00,11.13
2024-05-04,20:00:00,24.24
2024-05-04,21:00:00,24.29
2024-05-04,22:00:00,10.79
2024-05-04,23:00:00,14.59
2024-05-04,00:00:00,24.46
2024-05-04,01:00:00,5.1
2024-05-04,02:00:00,13.25
2024-05-04,03:00:00,7.01
2024-05-04,04:00:00,15.18
2024-05-04,05:00:00,5.49
2024-05-04,06:00:00,13.14
2024-05-04,07:00:00,9.41
2024-05-04,08:00:00,15.67
2024-05-04,09:00:00,24.92
2024-05-04,10:00:00,21.01
2024-05-04,11:00:00,21.91
2024-05-04,12:00:00,17.71
2024-05-04,13:00:00,5.83
2024-05-04,14:00:00,9.14
2024-05-04,15:00:00,23.5
2024-05-04,16:00:00,12.32
2024-05-04,17:00:00,7.07
2024-05-04,18:00:00,19.05
2024-05-04,19:00:00,10.99
2024-05-04,20:00:00,10.38
2024-05-04,21:00:00,24.96
2024-05-04,22:00:00,22.16
2024-05-04,23:00:00,13.16
2024-05-04,00:00:00,24.61
2024-05-04,01:00:00,18.0
2024-05-04,02:00:00,19.84
2024-05-04,03:00:00,5.63
2024-05-04,04:00:00,7.43
2024-05-04,05:00:00,17.66
2024-05-04,06:00:00,22.98
2024-05-04,07:00:00,17.47
2024-05-04,08:00:00,7.68
2024-05-04,09:00:00,7.32
2024-05-04,10:00:00,21.88
2024-05-04,11:00:00,7.79
2024-05-04,12:00:00,15.4
2024-05-04,13:00:00,5.74
2024-05-04,14:00:00,6.61
2024-05-04,15:00:00,18.45
2024-05-04,16:00:00,18.78
2024-05-04,17:00:00,11.83
2024-05-04,18:00:00,9.31
2024-05-04,19:00:00,21.27
2024-05-04,20:00:00,9.34
2024-05-04,21:00:00,15.84
2024-05-04,22:00:00,24.36
2024-05-04,23:00:00,7.96
2024-05-04,00:00:00,23.82
2024-05-04,01:00:00,8.66
2024-05-04,02:00:00,16.35
2024-05-04,03:00:00,12.54
2024-05-05,00:00:00,24.3
2024-05-05,01:00:00,10.47
2024-05-05,02:00:00,12.99
2024-05-05,03:00:00,24.66
2024-05-05,04:00:00,15.73
2024-05-05,05:00:00,15.05
2024-05-05,06:00:00,10.16
2024-05-05,07:00:00,19.03
2024-05-05,08:00:00,5.29
2024-05-05,09:00:00,5.99
2024-05-05,10:00:00,16.99
2024-05-05,11:00:00,11.83
2024-05-05,12:00:00,24.07
2024-05-05,13:00:00,23.06
2024-05-05,14:00:00,19.27
2024-05-05,15:00:00,21.36
2024-05-05,16:00:00,18.35
2024-05-05,17:00:00,7.51
2024-05-05,18:00:00,20.31
2024-05-05,19:00:00,9.2
2024-05-05,20:00:00,11.47
2024-05-05,21:00:00,21.38
2024-05-05,22:00:00,15.73
2024-05-05,23:00:00,22.2
2024-05-05,00:00:00,9.26
2024-05-05,01:00:00,17.16
2024-05-05,02:00:00,6.68
2024-05-05,03:00:00,17.86
2024-05-05,04:00:00,20.25
2024-05-05,05:00:00,16.7
2024-05-05,06:00:00,10.32
2024-05-05,07:00:00,5.63
2024-05-05,08:00:00,7.39
2024-05-05,09:00:00,17.45
2024-05-05,10:00:00,23.69
2024-05-05,11:00:00,9.13
2024-05-05,12:00:00,19.7
2024-05-05,13:00:00,22.33
2024-05-05,14:00:00,15.42
2024-05-05,15:00:00,18.39
2024-05-05,16:00:00,21.3
2024-05-05,17:00:00,10.21
2024-05-05,18:00:00,10.94
2024-05-05,19:00:00,5.01
2024-05-05,20:00:00,24.26
2024-05-05,21:00:00,23.35
2024-05-05,22:00:00,20.29
2024-05-05,23:00:00,6.58
2024-05-05,00:00:00,13.95
2024-05-05,01:00:00,7.04
2024-05-05,02:00:00,5.32
2024-05-05,03:00:00,17.32
2024-05-05,04:00:00,24.22
2024-05-05,05:00:00,23.06
2024-05-05,06:00:00,18.94
2024-05-05,07:00:00,6.93
2024-05-05,08:00:00,10.48
2024-05-05,09:00:00,11.4
2024-05-05,10:00:00,20.26
2024-05-05,11:00:00,21.04
2024-05-05,12:00:00,12.7
2024-05-05,13:00:00,13.36
2024-05-05,14:00:00,5.89
2024-05-05,15:00:00,10.78
2024-05-05,16:00:00,14.03
2024-05-05,17:00:00,7.34
2024-05-05,18:00:00,14.07
2024-05-05,19:00:00,22.06
2024-05-05,20:00:00,16.63
2024-05-05,21:00:00,6.58
2024-05-05,22:00:00,8.83
2024-05-05,23:00:00,14.49
2024-05-05,00:00:00,12.23
2024-05-05,01:00:00,12.17
2024-05-05,02:00:00,15.59
2024-05-05,03:00:00,16.69
2024-05-05,04:00:00,20.94
2024-05-05,05:00:00,11.82
2024-05-05,06:00:00,21.11
2024-05-05,07:00:00,11.77
2024-05-05,08:00:00,6.11
2024-05-05,09:00:00,16.08
2024-05-05,10:00:00,16.76
2024-05-05,11:00:00,23.69
2024-05-05,12:00:00,19.52
2024-05-05,13:00:00,23.36
2024-05-05,14:00:00,23.17
2024-05-05,15:00:00,17.09
2024-05-05,16:00:00,15.56
2024-05-05,17:00:00,16.15
2024-05-05,18:00:00,24.57
2024-05-05,19:00:00,20.46
2024-05-05,20:00:00,7.13
2024-05-05,21:00:00,20.57
2024-05-05,22:00:00,8.41
2024-05-05,23:00:00,13.95
2024-05-05,00:00:00,9.21
2024-05-05,01:00:00,18.79
2024-05-05,02:00:00,22.55
2024-05-05,03:00:00,10.81
2024-05-06,00:00:00,6.64
2024-05-06,01:00:00,10.97
2024-05-06,02:00:00,18.45
2024-05-06,03:00:00,11.58
2024-05-06,04:00:00,10.56
2024-05-06,05:00:00,8.69
2024-05-06,06:00:00,14.95
2024-05-06,07:00:00,10.52
2024-05-06,08:00:00,19.62
2024-05-06,09:00:00,6.53
2024-05-06,10:00:00,18.28
2024-05-06,11:00:00,9.75
2024-05-06,12:00:00,14.79
2024-05-06,13:00:00,10.72
2024-05-06,14:00:00,19.46
2024-05-06,15:00:00,23.91
2024-05-06,16:00:00,23.34
2024-05-06,17:00:00,16.67
2024-05-06,18:00:00,14.25
2024-05-06,19:00:00,21.37
2024-05-06,20:00:00,18.67
2024-05-06,21:00:00,8.67
2024-05-06,22:00:00,21.42
2024-05-06,23:00:00,13.58
2024-05-06,00:00:00,8.78
2024-05-06,01:00:00,10.64
2024-05-06,02:00:00,10.35
2024-05-06,03:00:00,15.38
2024-05-06,04:00:00,9.69
2024-05-06,05:00:00,7.47
2024-05-06,06:00:00,7.47
2024-05-06,07:00:00,16.67
2024-05-06,08:00:00,19.7
2024-05-06,09:00:00,11.43
2024-05-06,10:00:00,5.69
2024-05-06,11:00:00,7.54
2024-05-06,12:00:00,23.29
2024-05-06,13:00:00,14.87
2024-05-06,14:00:00,14.07
2024-05-06,15:00:00,5.76
2024-05-06,16:00:00,19.57
2024-05-06,17:00:00,15.56
2024-05-06,18:00:00,9.04
2024-05-06,19:00:00,7.2
2024-05-06,20:00:00,12.67
2024-05-06,21:00:00,21.74
2024-05-06,22:00:00,22.31
2024-05-06,23:00:00,17.06
2024-05-06,00:00:00,19.55
2024-05-06,01:00:00,7.3
2024-05-06,02:00:00,16.76
2024-05-06,03:00:00,18.34
2024-05-06,04:00:00,9.01
2024-05-06,05:00:00,22.6
2024-05-06,06:00:00,8.9
2024-05-06,07:00:00,11.27
2024-05-06,08:00:00,17.41
2024-05-06,09:00:00,17.77
2024-05-06,10:00:00,18.99
2024-05-06,11:00:00,7.24
2024-05-06,12:00:00,21.99
2024-05-06,13:00:00,15.66
2024-05-06,14:00:00,14.43
2024-05-06,15:00:00,24.62
2024-05-06,16:00:00,19.81
2024-05-06,17:00:00,7.36
2024-05-06,18:00:00,20.13
2024-05-06,19:00:00,6.9
2024-05-06,20:00:00,5.55
2024-05-06,21:00:00,13.07
2024-05-06,22:00:00,24.87
2024-05-06,23:00:00,8.5
2024-05-06,00:00:00,18.45
2024-05-06,01:00:00,8.47
2024-05-06,02:00:00,19.5
2024-05-06,03:00:00,15.11
2024-05-06,04:00:00,18.6
2024-05-06,05:00:00,9.06
2024-05-06,06:00:00,19.91
2024-05-06,07:00:00,24.91
2024-05-06,08:00:00,18.31
2024-05-06,09:00:00,14.87
2024-05-06,10:00:00,23.46
2024-05-06,11:00:00,5.32
2024-05-06,12:00:00,19.6
2024-05-06,13:00:00,22.77
2024-05-06,14:00:00,6.23
2024-05-06,15:00:00,14.0
2024-05-06,16:00:00,9.09
2024-05-06,17:00:00,16.33
2024-05-06,18:00:00,17.99
2024-05-06,19:00:00,11.05
2024-05-06,20:00:00,14.2
2024-05-06,21:00:00,10.59
2024-05-06,22:00:00,12.39
2024-05-06,23:00:00,8.19
2024-05-06,00:00:00,22.71
2024-05-06,01:00:00,5.2
2024-05-06,02:00:00,22.65
2024-05-06,03:00:00,16.43
2024-05-07,00:00:00,11.63
2024-05-07,01:00:00,19.46
2024-05-07,02:00:00,15.16
2024-05-07,03:00:00,14.98
2024-05-07,04:00:00,7.2
2024-05-07,05:00:00,12.79
2024-05-07,06:00:00,9.82
2024-05-07,07:00:00,5.31
2024-05-07,08:00:00,12.2
2024-05-07,09:00:00,6.8
2024-05-07,10:00:00,10.14
2024-05-07,11:00:00,6.85
2024-05-07,12:00:00,7.02
2024-05-07,13:00:00,8.98
2024-05-07,14:00:00,25.0
2024-05-07,15:00:00,5.04
2024-05-07,16:00:00,17.77
2024-05-07,17:00:00,7.82
2024-05-07,18:00:00,23.41
2024-05-07,19:00:00,6.87
2024-05-07,20:00:00,24.1
2024-05-07,21:00:00,17.22
2024-05-07,22:00:00,5.03
2024-05-07,23:00:00,22.88
2024-05-07,00:00:00,15.43
2024-05-07,01:00:00,10.25
2024-05-07,02:00:00,20.35
2024-05-07,03:00:00,23.53
2024-05-07,04:00:00,14.67
2024-05-07,05:00:00,11.31
2024-05-07,06:00:00,20.78
2024-05-07,07:00:00,18.64
2024-05-07,08:00:00,22.78
2024-05-07,09:00:00,18.85
2024-05-07,10:00:00,9.87
2024-05-07,11:00:00,23.63
2024-05-07,12:00:00,7.1
2024-05-07,13:00:00,10.36
2024-05-07,14:00:00,15.4
2024-05-07,15:00:00,16.31
2024-05-07,16:00:00,5.31
2024-05-07,17:00:00,20.61
2024-05-07,18:00:00,12.23
2024-05-07,19:00:00,13.13
2024-05-07,20:00:00,21.19
2024-05-07,21:00:00,12.59
2024-05-07,22:00:00,5.94
2024-05-07,23:00:00,8.53
2024-05-07,00:00:00,24.12
2024-05-07,01:00:00,6.41
2024-05-07,02:00:00,12.1
2024-05-07,03:00:00,15.06
2024-05-07,04:00:00,14.87
2024-05-07,05:00:00,5.08
2024-05-07,06:00:00,15.02
2024-05-07,07:00:00,12.68
2024-05-07,08:00:00,24.44
2024-05-07,09:00:00,8.18
2024-05-07,10:00:00,12.08
2024-05-07,11:00:00,13.39
2024-05-07,12:00:00,12.81
2024-05-07,13:00:00,18.32
2024-05-07,14:00:00,9.31
2024-05-07,15:00:00,9.42
2024-05-07,16:00:00,19.58
2024-05-07,17:00:00,15.01
2024-05-07,18:00:00,13.3
2024-05-07,19:00:00,8.38
2024-05-07,20:00:00,8.75
2024-05-07,21:00:00,5.21
2024-05-07,22:00:00,6.83
2024-05-07,23:00:00,16.14
2024-05-07,00:00:00,22.84
2024-05-07,01:00:00,10.74
2024-05-07,02:00:00,11.55
2024-05-07,03:00:00,7.31
2024-05-07,04:00:00,12.77
2024-05-07,05:00:00,5.74
2024-05-07,06:00:00,23.35
2024-05-07,07:00:00,18.46
2024-05-07,08:00:00,24.81
2024-05-07,09:00:00,22.66
2024-05-07,10:00:00,14.46
2024-05-07,11:00:00,15.39
2024-05-07,12:00:00,8.81
2024-05-07,13:00:00,14.24
2024-05-07,14:00:00,23.06
2024-05-07,15:00:00,6.02
2024-05-07,16:00:00,22.27
2024-05-07,17:00:00,11.82
2024-05-07,18:00:00,22.99
2024-05-07,19:00:00,23.82
2024-05-07,20:00:00,18.42
2024-05-07,21:00:00,18.29
2024-05-07,22:00:00,14.06
2024-05-07,23:00:00,21.71
2024-05-07,00:00:00,24.23
2024-05-07,01:00:00,20.5
2024-05-07,02:00:00,17.44
2024-05-07,03:00:00,17.14
2024-05-08,00:00:00,21.99
2024-05-08,01:00:00,15.82
2024-05-08,02:00:00,21.08
2024-05-08,03:00:00,15.18
2024-05-08,04:00:00,6.25
2024-05-08,05:00:00,12.68
2024-05-08,06:00:00,13.89
2024-05-08,07:00:00,7.83
2024-05-08,08:00:00,7.05
2024-05-08,09:00:00,15.71
2024-05-08,10:00:00,6.7
2024-05-08,11:00:00,11.06
2024-05-08,12:00:00,19.89
2024-05-08,13:00:00,24.29
2024-05-08,14:00:00,19.36
2024-05-08,15:00:00,24.85
2024-05-08,16:00:00,18.97
2024-05-08,17:00:00,10.88
2024-05-08,18:00:00,18.44
2024-05-08,19:00:00,19.04
2024-05-08,20:00:00,12.43
2024-05-08,21:00:00,5.35
2024-05-08,22:00:00,19.06
2024-05-08,23:00:00,5.43
2024-05-08,00:00:00,17.62
2024-05-08,01:00:00,8.27
2024-05-08,02:00:00,16.31
2024-05-08,03:00:00,15.08
2024-05-08,04:00:00,5.27
2024-05-08,05:00:00,12.26
2024-05-08,06:00:00,17.02
2024-05-08,07:00:00,21.97
2024-05-08,08:00:00,22.77
2024-05-08,09:00:00,14.68
2024-05-08,10:00:00,19.57
2024-05-08,11:00:00,11.33
2024-05-08,12:00:00,11.84
2024-05-08,13:00:00,8.89
2024-05-08,14:00:00,16.24
2024-05-08,15:00:00,11.29
2024-05-08,16:00:00,6.69
2024-05-08,17:00:00,18.7
2024-05-08,18:00:00,19.16
2024-05-08,19:00:00,12.2
2024-05-08,20:00:00,6.53
2024-05-08,21:00:00,13.53
2024-05-08,22:00:00,13.85
2024-05-08,23:00:00,18.37
2024-05-08,00:00:00,11.31
2024-05-08,01:00:00,18.65
2024-05-08,02:00:00,22.43
2024-05-08,03:00:00,9.75
2024-05-08,04:00:00,24.58
2024-05-08,05:00:00,12.73
2024-05-08,06:00:00,10.35
2024-05-08,07:00:00,13.43
2024-05-08,08:00:00,6.89
2024-05-08,09:00:00,7.51
2024-05-08,10:00:00,13.29
2024-05-08,11:00:00,20.25
2024-05-08,12:00:00,23.01
2024-05-08,13:00:00,18.3
2024-05-08,14:00:00,7.1
2024-05-08,15:00:00,18.44
2024-05-08,16:00:00,17.71
2024-05-08,17:00:00,21.12
2024-05-08,18:00:00,21.5
2024-05-08,19:00:00,22.36
2024-05-08,20:00:00,13.28
2024-05-08,21:00:00,18.96
2024-05-08,22:00:00,10.37
2024-05-08,23:00:00,24.99
2024-05-08,00:00:00,8.51
2024-05-08,01:00:00,5.2
2024-05-08,02:00:00,7.98
2024-05-08,03:00:00,20.52
2024-05-08,04:00:00,13.94
2024-05-08,05:00:00,13.95
2024-05-08,06:00:00,24.1
2024-05-08,07:00:00,23.39
2024-05-08,08:00:00,11.22
2024-05-08,09:00:00,9.18
2024-05-08,10:00:00,21.97
2024-05-08,11:00:00,23.12
2024-05-08,12:00:00,15.83
2024-05-08,13:00:00,17.59
2024-05-08,14:00:00,10.14
2024-05-08,15:00:00,21.02
2024-05-08,16:00:00,17.64
2024-05-08,17:00:00,15.07
2024-05-08,18:00:00,6.2
2024-05-08,19:00:00,23.32
2024-05-08,20:00:00,17.31
2024-05-08,21:00:00,8.85
2024-05-08,22:00:00,17.13
2024-05-08,23:00:00,18.55
2024-05-08,00:00:00,15.52
2024-05-08,01:00:00,19.36
2024-05-08,02:00:00,16.63
2024-05-08,03:00:00,23.96
2024-05-09,00:00:00,6.07
2024-05-09,01:00:00,7.12
2024-05-09,02:00:00,8.47
2024-05-09,03:00:00,18.8
2024-05-09,04:00:00,17.91
2024-05-09,05:00:00,22.84
2024-05-09,06:00:00,19.66
2024-05-09,07:00:00,15.17
2024-05-09,08:00:00,24.84
2024-05-09,09:00:00,10.32
2024-05-09,10:00:00,21.66
2024-05-09,11:00:00,13.54
2024-05-09,12:00:00,17.97
2024-05-09,13:00:00,19.55
2024-05-09,14:00:00,17.68
2024-05-09,15:00:00,7.81
2024-05-09,16:00:00,13.86
2024-05-09,17:00:00,16.23
2024-05-09,18:00:00,21.98
2024-05-09,19:00:00,13.87
2024-05-09,20:00:00,23.37
2024-05-09,21:00:00,13.81
2024-05-09,22:00:00,15.98
2024-05-09,23:00:00,20.93
2024-05-09,00:00:00,16.66
2024-05-09,01:00:00,24.2
2024-05-09,02:00:00,18.21
2024-05-09,03:00:00,15.45
2024-05-09,04:00:00,5.47
2024-05-09,05:00:00,13.27
2024-05-09,06:00:00,10.98
2024-05-09,07:00:00,19.96
2024-05-09,08:00:00,9.17
2024-05-09,09:00:00,9.1
2024-05-09,10:00:00,8.79
2024-05-09,11:00:00,7.51
2024-05-09,12:00:00,11.22
2024-05-09,13:00:00,22.72
2024-05-09,14:00:00,20.5
2024-05-09,15:00:00,19.71
2024-05-09,16:00:00,20.95
2024-05-09,17:00:00,10.39
2024-05-09,18:00:00,22.75
2024-05-09,19:00:00,7.75
2024-05-09,20:00:00,11.73
2024-05-09,21:00:00,16.73
2024-05-09,22:00:00,7.06
2024-05-09,23:00:00,19.6
2024-05-09,00:00:00,12.74
2024-05-09,01:00:00,20.69
2024-05-09,02:00:00,14.86
2024-05-09,03:00:00,8.62
2024-05-09,04:00:00,19.7
2024-05-09,05:00:00,10.04
2024-05-09,06:00:00,14.82
2024-05-09,07:00:00,6.51
2024-05-09,08:00:00,17.36
2024-05-09,09:00:00,18.32
2024-05-09,10:00:00,12.57
2024-05-09,11:00:00,24.09
2024-05-09,12:00:00,22.48
2024-05-09,13:00:00,19.16
2024-05-09,14:00:00,19.27
2024-05-09,15:00:00,10.05
2024-05-09,16:00:00,18.14
2024-05-09,17:00:00,8.96
2024-05-09,18:00:00,7.88
2024-05-09,19:00:00,24.99
2024-05-09,20:00:00,17.45
2024-05-09,21:00:00,13.62
2024-05-09,22:00:00,10.76
2024-05-09,23:00:00,17.08
2024-05-09,00:00:00,5.99
2024-05-09,01:00:00,6.89
2024-05-09,02:00:00,5.66
2024-05-09,03:00:00,14.98
2024-05-09,04:00:00,17.01
2024-05-09,05:00:00,6.25
2024-05-09,06:00:00,19.42
2024-05-09,07:00:00,9.61
2024-05-09,08:00:00,18.7
2024-05-09,09:00:00,24.64
2024-05-09,10:00:00,18.82
2024-05-09,11:00:00,22.66
2024-05-09,12:00:00,23.96
2024-05-09,13:00:00,14.74
2024-05-09,14:00:00,19.05
2024-05-09,15:00:00,22.04
2024-05-09,16:00:00,12.13
2024-05-09,17:00:00,10.23
2024-05-09,18:00:00,23.93
